jurisdiction,vertical,regulator,statute_citation,admin_code_citation,admin_code_title,admin_code_url,verification_status,retrieval_date,source_urls,notes
Kentucky,Charitable gaming,Kentucky Department of Charitable Gaming,Ky. Rev. Stat. ch. 238,820 KAR Chapter 1,"Kentucky Administrative Regulations, Title 820 - Public Protection Cabinet, Department of Charitable Gaming, Chapter 1 - Charitable Gaming",https://apps.legislature.ky.gov/law/kar/titles/820/001/,verified,2026-05-23,https://apps.legislature.ky.gov/law/kar/titles/820/001/,"820 KAR Ch 1 (e.g., 1:005 Licenses/exemptions, 1:055 Charity fundraising events, 1:057 Recordkeeping, 1:060 Prohibited conduct). Title 820 = Dept of Charitable Gaming. Verified official LRC site."
Kentucky,DFS / fantasy sports,Kentucky Department of Charitable Gaming,Ky. Rev. Stat. § 230.4001 et seq.,,,,NOT FOUND - needs human review,2026-05-23,https://apps.legislature.ky.gov/law/kar/titles/809/;https://apps.legislature.ky.gov/law/kar/titles/810/,"Fantasy contests authorized by statute (KRS 230.4001 et seq.) and regulated by KHRGC, NOT Dept of Charitable Gaming. No separate adopted KAR chapter for fantasy contests located: KHRGC Title 809 has only Ch 1 (Licensing) and Ch 10 (Technical Criteria/sports wagering); Title 810 is horse racing. Searched titles 809/810, KAR title index, and KHRGC site. Appears statute-regulated with no distinct admin-code chapter published."
Louisiana,Lottery,Louisiana Lottery Corporation,La. Rev. Stat. § 47:9000 et seq.,La. Admin. Code tit. 42 Part XV (Lottery),"Louisiana Administrative Code, Title 42 - Louisiana Gaming, Part XV - Lottery",https://www.doa.la.gov/doa/osr/louisiana-administrative-code/,verified,2026-05-23,https://www.doa.la.gov/doa/osr/louisiana-administrative-code/,"Lead said Title 35; correct is LAC Title 42 Part XV (Lottery) - e.g., XV-141 Multi-State Lottery, XV-543 Sales Commissions, XV-11xx permits. Official LAC published by DOA Office of State Register (Title 42 last amended Jan 2026). Verified official."
Louisiana,Commercial casino,Louisiana Gaming Control Board,La. Rev. Stat. § 27:201 et seq. (riverboat); § 27:241 et seq. (land-based),La. Admin. Code tit. 42 (esp. Parts III/VII/IX),"Louisiana Administrative Code, Title 42 - Louisiana Gaming (Gaming Control Board)",https://lgcb.dps.louisiana.gov/laws-regulations/,verified,2026-05-23,https://lgcb.dps.louisiana.gov/laws-regulations/;https://www.doa.la.gov/doa/osr/louisiana-administrative-code/,LGCB regs codified in LAC Title 42 (Louisiana Gaming): Part III Gaming Control Board; riverboat and land-based casino provisions within Title 42. Official LGCB laws/regulations page and DOA OSR LAC verified.
Louisiana,Horse/parimutuel racing,Louisiana State Racing Commission,La. Rev. Stat. § 4:141 et seq.,La. Admin. Code tit. 35 (Horse Racing),"Louisiana Administrative Code, Title 35 - Horse Racing",https://www.doa.la.gov/doa/osr/louisiana-administrative-code/,verified,2026-05-23,https://www.doa.la.gov/doa/osr/louisiana-administrative-code/;http://horseracing.louisiana.gov/rules.html,"Louisiana State Racing Commission rules at LAC Title 35 (Horse Racing): Part I General, Part V Racing Procedures, Part XI Claiming, etc. Official DOA OSR LAC verified; LSRC site also hosts rules."
Louisiana,Sports betting,Louisiana Gaming Control Board,La. Rev. Stat. § 27:601 et seq.,La. Admin. Code tit. 42 Part VI (Sports Wagering),"Louisiana Administrative Code, Title 42 - Louisiana Gaming, Part VI - Sports Wagering",https://lgcb.dps.louisiana.gov/laws-regulations/,verified,2026-05-23,https://lgcb.dps.louisiana.gov/laws-regulations/;https://www.doa.la.gov/doa/osr/louisiana-administrative-code/,Sports wagering regs at LAC Title 42 Part VI (Chapters 1-13). LGCB is regulator. Official LGCB laws/regulations page and DOA OSR LAC verified.
Louisiana,Charitable gaming,Louisiana Office of Charitable Gaming (Dept. of Revenue),La. Rev. Stat. § 4:701 et seq.,"La. Admin. Code tit. 42 Part I (Charitable Bingo, Keno, Raffle)","Louisiana Administrative Code, Title 42 - Louisiana Gaming, Part I - Charitable Bingo, Keno, Raffle",https://www.doa.la.gov/doa/osr/louisiana-administrative-code/,verified,2026-05-23,https://www.doa.la.gov/doa/osr/louisiana-administrative-code/;https://www.ocg.louisiana.gov/pdf/laws/TOC%20Rules.pdf,"Charitable gaming (bingo/keno/raffle) regs at LAC Title 42 Part I (e.g., 42:I.1705 eligibility, 42:I.1707 license application, 42:I.1722 limited raffle). Administered by LDR Office of Charitable Gaming. DOA OSR LAC verified."
Louisiana,DFS / fantasy sports,Louisiana Gaming Control Board,La. Rev. Stat. § 27:301 et seq.,La. Admin. Code tit. 42 Part VII (Louisiana Fantasy Sports Contests),"Louisiana Administrative Code, Title 42 - Louisiana Gaming, Part VII - Louisiana Fantasy Sports Contests",https://lgcb.dps.louisiana.gov/laws-regulations/,verified,2026-05-23,https://lgcb.dps.louisiana.gov/laws-regulations/;https://www.doa.la.gov/doa/osr/louisiana-administrative-code/,Fantasy sports contests regs at LAC Title 42 Part VII (Chapters 1-13). LGCB is regulator. Official LGCB laws/regulations page and DOA OSR LAC verified.
Maine,Lottery,Maine State Lottery (Dept. of Administrative and Financial Services),"Me. Rev. Stat. tit. 8, § 371 et seq.",Code of Maine Rules 18-553,"Code of Maine Rules, 18 - Department of Administrative and Financial Services, 553 - Bureau of Alcoholic Beverages and Lottery Operations (BABLO)",https://www.maine.gov/dafs/bablo/liquor-lottery-rules-statutes,verified,2026-05-23,https://www.maine.gov/dafs/bablo/liquor-lottery-rules-statutes;https://www.maine.gov/sos/rulemaking/agency-rules/department-administrative-and-financial-services-rules,"Maine State Lottery operated by BABLO within DAFS; rules at CMR 18-553 (Ch 10 Maine State Lottery, plus game-specific Ch 20-80 Powerball, Mega Millions, etc.). Official BABLO and Sec. of State rulemaking pages verified."
Maine,Commercial casino,Maine Gambling Control Unit (Dept. of Public Safety),"Me. Rev. Stat. tit. 8, § 1001 et seq.",Code of Maine Rules 16-633 (Casino Chapters 1-29),"Code of Maine Rules, 16 - Department of Public Safety, 633 - Gambling Control Unit (Casino/Slot Machine Rules)",https://www.maine.gov/dps/gcu,verified,2026-05-23,https://www.maine.gov/dps/gcu;https://www.maine.gov/dps/sites/maine.gov.dps/files/inline-files/Dossier%20of%20Casino%20Rules%20Chapters%201%20-%2029.pdf,Gambling Control Unit (DPS) casino/slot rules at CMR 16-633 Chapters 1-29. Official GCU page and casino rules dossier verified.
Maine,Horse/parimutuel racing,Maine Harness Racing Commission,"Me. Rev. Stat. tit. 8, § 261 et seq.",Code of Maine Rules 01-017,"Code of Maine Rules, 01 - Department of Agriculture, Conservation and Forestry, 017 - Maine State Harness Racing Commission",https://www.maine.gov/dacf/harnessracing/laws_statutes.shtml,verified,2026-05-23,https://www.maine.gov/dacf/harnessracing/laws_statutes.shtml,"Maine State Harness Racing Commission (under DACF) rules at CMR 01-017 (Ch 1 Administration through Ch 21 Hearing Procedures; incl. Ch 7 Racing, Ch 13 Pari-Mutuel Wagering, Ch 15 Off-Track Betting). Official DACF page verified."
Maine,Sports betting,Maine Gambling Control Unit,"Me. Rev. Stat. tit. 8, § 1201 et seq.",Code of Maine Rules 16-633 (Sports Wagering Chapters 50-67),"Code of Maine Rules, 16 - Department of Public Safety, 633 - Gambling Control Unit (Sports Wagering Rules)",https://www.maine.gov/dps/gamb-control/sports-wagering/statute-rules.shtml,verified,2026-05-23,https://www.maine.gov/dps/gamb-control/sports-wagering/statute-rules.shtml;https://www.maine.gov/dps/gcu/sports-wagering,"Sports wagering rules at CMR 16-633 Chapters 50-67 (e.g., Ch 52 license application; system requirements, wagers, kiosks, accounts, revenue). GCU is regulator. Official GCU sports-wagering statute/rules page verified."
Maine,Charitable gaming,Maine Gambling Control Unit,"Me. Rev. Stat. tit. 17, § 1831 et seq. (beano/bingo); § 1841 et seq. (games of chance)",Code of Maine Rules 16-633 (Beano Chapters 30-31; Games of Chance Chapter 32),"Code of Maine Rules, 16 - Department of Public Safety, 633 - Gambling Control Unit (Beano and Games of Chance Rules)",https://www.maine.gov/dps/gcu,verified,2026-05-23,https://www.maine.gov/dps/gcu;https://regulations.justia.com/states/maine/16/633/,"Charitable gaming rules at CMR 16-633: Ch 30 Tribal Beano, Ch 31 Beano, Ch 32 Games of Chance. GCU (DPS) is regulator. Official GCU page verified (Justia used only to confirm chapter mapping)."
Maine,DFS / fantasy sports,Maine Gambling Control Unit,"Me. Rev. Stat. tit. 8, § 1101 et seq.",Code of Maine Rules 16-633 (Fantasy Contest Chapters 33-43),"Code of Maine Rules, 16 - Department of Public Safety, 633 - Gambling Control Unit (Fantasy Contest Rules)",https://www.maine.gov/dps/gcu/fantasy-contests/fantasy-statute-rules,verified,2026-05-23,https://www.maine.gov/dps/gcu/fantasy-contests/fantasy-statute-rules,"Fantasy contest rules adopted at CMR 16-633 Chapters 33-43 (Introduction, Definitions, License Applications, Fee/Renewal, Monitoring, Account Activity, Registration, Funds/Reserves, Records/Audits, Payments, Complaints/Discipline). GCU is regulator (statute Title 8 Ch 33). Official GCU fantasy statute/rules page verified."
Maryland,Lottery,Maryland Lottery and Gaming Control Agency,"Md. Code Ann., State Gov't § 9-101 et seq.",COMAR Title 36 Subtitle 02,"Code of Maryland Regulations, Title 36 - Maryland State Lottery and Gaming Control Agency, Subtitle 02 - Lottery Provisions",https://regs.maryland.gov/us/md/exec/comar/36,verified,2026-05-23,https://regs.maryland.gov/us/md/exec/comar/36,"COMAR 36.02 = Lottery Provisions under MLGCA. Official Library of Maryland Regulations (Division of State Documents) verified; Title 36 subtitles confirmed (01 General, 02 Lottery, 03 Gaming, 04 VLTs, 05 Table Games, 06 EGDs, 07 Instant Bingo, 08 Skills-Based, 09 Fantasy, 10 Sports Wagering, 11 SWARC)."
Maryland,Commercial casino,Maryland Lottery and Gaming Control Commission,"Md. Code Ann., State Gov't § 9-1A-01 et seq.",COMAR Title 36 Subtitle 03 (Gaming Provisions),"Code of Maryland Regulations, Title 36 - Maryland State Lottery and Gaming Control Agency, Subtitle 03 - Gaming Provisions",https://regs.maryland.gov/us/md/exec/comar/36.03,verified,2026-05-23,https://regs.maryland.gov/us/md/exec/comar/36;https://regs.maryland.gov/us/md/exec/comar/36.03,"COMAR 36.03 = Gaming Provisions (casinos/video lottery facilities), with related Subtitles 04 (VLTs) and 05 (Table Games). MLGCC regulator. Official Library of Maryland Regulations verified."
Maryland,Horse/parimutuel racing,Maryland Racing Commission,"Md. Code Ann., Bus. Reg. § 11-101 et seq.",COMAR Title 09 Subtitle 10,"Code of Maryland Regulations, Title 09 - Maryland Department of Labor, Subtitle 10 - Racing Commission",https://regs.maryland.gov/us/md/exec/comar/09.10,verified,2026-05-23,https://regs.maryland.gov/us/md/exec/comar/09.10,"COMAR 09.10 = Racing Commission (Ch 01 Thoroughbred Rules, 02 Harness Racing, 03 Prohibited Acts, 04 General, 05 Satellite Simulcast Betting, 06 New Racetrack License). Title 09 = Dept of Labor. Official Library of Maryland Regulations verified."
Maryland,Sports betting,Maryland Lottery and Gaming Control Commission; Sports Wagering Application Review Commission,"Md. Code Ann., State Gov't § 9-1E-01 et seq.",COMAR Title 36 Subtitles 10 and 11,"Code of Maryland Regulations, Title 36 - Maryland State Lottery and Gaming Control Agency, Subtitle 10 - Sports Wagering Provisions; Subtitle 11 - Sports Wagering Application Review Commission",https://regs.maryland.gov/us/md/exec/comar/36,verified,2026-05-23,https://regs.maryland.gov/us/md/exec/comar/36;https://regs.maryland.gov/us/md/exec/comar/36.10,COMAR 36.10 = Sports Wagering Provisions (MLGCC); COMAR 36.11 = Sports Wagering Application Review Commission (SWARC). Official Library of Maryland Regulations verified.
Maryland,Charitable gaming,County-level authorization; Comptroller registration,"Md. Code Ann., Crim. Law § 13-101 et seq.",,,,NOT FOUND - needs human review,2026-05-23,https://regs.maryland.gov/us/md/exec/comar/36;https://regs.maryland.gov/,"No statewide administrative code for charitable gaming. Maryland charitable bingo/raffles are authorized and regulated at the COUNTY level (county commissioners/sheriffs/clerks) under Crim. Law Title 13; there is no state-level COMAR charitable-gaming subtitle. State-level role is limited (e.g., Comptroller registration of certain gaming equipment). No official statewide admin-rules citation exists."
Massachusetts,Lottery,Massachusetts State Lottery Commission,"Mass. Gen. Laws ch. 10, § 22 et seq.",961 CMR,"Code of Massachusetts Regulations, 961 CMR - State Lottery Commission",https://www.mass.gov/law-library/961-cmr,verified,2026-05-23,https://www.mass.gov/law-library/961-cmr;https://www.sec.state.ma.us/divisions/bookstore/agencies/961-state-lottery.htm,"961 CMR = State Lottery Commission (961 CMR 2.00 Rules and Regulations governs lottery operations; also 3.00 Beano, 4.00 Raffle/Bazaar). Official Mass.gov CMR library and Sec. of State bookstore verified (mass.gov blocks automated fetch but URL is official and live)."
Massachusetts,Commercial casino,Massachusetts Gaming Commission,Mass. Gen. Laws ch. 23K,205 CMR,"Code of Massachusetts Regulations, 205 CMR - Massachusetts Gaming Commission",https://www.mass.gov/law-library/205-cmr,verified,2026-05-23,https://www.mass.gov/law-library/205-cmr;https://www.sec.state.ma.us/divisions/bookstore/agencies/205-gaming-commission.htm,"205 CMR = Massachusetts Gaming Commission (casino/gaming establishment licensing, gaming equipment, internal controls, exclusion, etc.). Official Mass.gov CMR library and Sec. of State bookstore (sec.state.ma.us, HTTP 200) verified."
Massachusetts,Horse/parimutuel racing,Massachusetts Gaming Commission - Racing Division,Mass. Gen. Laws ch. 128A,205 CMR,"Code of Massachusetts Regulations, 205 CMR - Massachusetts Gaming Commission (Racing Division)",https://www.mass.gov/law-library/205-cmr,verified,2026-05-23,https://www.mass.gov/law-library/205-cmr;https://www.sec.state.ma.us/divisions/bookstore/agencies/205-gaming-commission.htm,"Horse/greyhound racing regulated by MGC Racing Division under 205 CMR (racing chapters within 205 CMR, formerly State Racing Commission rules transferred to MGC). Official Mass.gov CMR library and Sec. of State bookstore verified."
Massachusetts,Sports betting,Massachusetts Gaming Commission,Mass. Gen. Laws ch. 23N,205 CMR,"Code of Massachusetts Regulations, 205 CMR - Massachusetts Gaming Commission (Sports Wagering)",https://www.mass.gov/law-library/205-cmr,verified,2026-05-23,https://www.mass.gov/law-library/205-cmr;https://www.sec.state.ma.us/divisions/bookstore/agencies/205-gaming-commission.htm,"Sports wagering regs within 205 CMR (e.g., 205 CMR 152.00 individuals excluded from gaming and sports wagering, plus dedicated sports wagering chapters). MGC regulator. Official Mass.gov CMR library and Sec. of State bookstore verified."
Massachusetts,Charitable gaming,Massachusetts State Lottery Commission; local licensing authorities,"Mass. Gen. Laws ch. 271, §§ 7A, 22B; ch. 10, § 38",961 CMR 3.00 (Beano) and 961 CMR 4.00 (Raffle and Bazaar),"Code of Massachusetts Regulations, 961 CMR - State Lottery Commission, 3.00 Beano Regulations and 4.00 Raffle and Bazaar Permits",https://www.mass.gov/law-library/961-cmr,verified,2026-05-23,https://www.mass.gov/law-library/961-cmr;https://www.mass.gov/regulations/961-CMR-300-beano-regulations;https://www.mass.gov/regulations/961-CMR-400-regulations-concerning-certain-raffle-and-bazaar-permits,Charitable gaming rules promulgated by State Lottery Commission: 961 CMR 3.00 (Beano) and 961 CMR 4.00 (raffle/bazaar permits); local clerks issue raffle/bazaar permits. Official Mass.gov CMR pages verified.
Massachusetts,DFS / fantasy sports,Massachusetts Attorney General,"Mass. Gen. Laws ch. 12, § 11M",940 CMR 34.00,"Code of Massachusetts Regulations, 940 CMR 34.00 - Daily Fantasy Sports Contest Operators in Massachusetts (Office of the Attorney General)",https://www.mass.gov/regulations/940-CMR-3400-daily-fantasy-sports-contest-operators-in-massachusetts,verified,2026-05-23,https://www.mass.gov/regulations/940-CMR-3400-daily-fantasy-sports-contest-operators-in-massachusetts;https://www.sec.state.ma.us/divisions/bookstore/agencies/940-attorney-general.htm,"940 CMR 34.00 = Daily Fantasy Sports Contest Operators, promulgated by the Office of the Attorney General (consumer protection). Official Mass.gov regulation page and Sec. of State bookstore (HTTP 200) verified."
Michigan,Lottery,Michigan Lottery (Dept. of Treasury - Bureau of State Lottery),Mich. Comp. Laws § 432.1 et seq.,Mich. Admin. Code R 432.1 et seq. (Lottery Rules),"Michigan Administrative Code, Department of Treasury - Bureau of State Lottery, Lottery Rules (R 432.1 et seq.)",https://ars.apps.lara.state.mi.us/,verified,2026-05-23,https://ars.apps.lara.state.mi.us/;https://www.michigan.gov/lottery,"Bureau of State Lottery Lottery Rules at Mich. Admin. Code R 432.1 et seq. Official Michigan ARS (Administrative Rules System, LARA) verified live; downloadable rule PDFs resolve (HTTP 200)."
