jurisdiction,program_name,program_type,administering_body,verticals_covered,enrollment_method,duration_options,removal_process,official_url,is_nvsep,idpair_flag,verification_status,retrieval_date,source_urls,notes
Washington,Washington Tribal Casinos — Property-by-Property Self-Exclusion,property-by-property,Individual Tribal Gaming Commissions,Tribal casino gaming + tribal on-premises sports betting,Per-property (contact each tribal casino directly),Varies by property,Varies by property,https://wsgc.wa.gov/responsible-gaming-self-exclusion/self-exclusion-voluntarily-exclude-yourself-gambling-activities,no,no,verified,2026-05-23,"https://wsgc.wa.gov/responsible-gaming-self-exclusion/self-exclusion-voluntarily-exclude-yourself-gambling-activities,https://wsgc.wa.gov/news/2022/wsgc-statewide-self-exclusion-program-launch",WSGC explicitly states tribal casinos are NOT participating in the WSGC statewide program (which covers only house-banked card rooms). WSGC advises contacting each tribal casino directly about its own SE program. All 29 federally recognized tribes in WA run property-level programs. No central tribal list exists.
Washington,NVSEP / idPair (DFS vertical - national 50-state program),national-NVSEP,idPair / Coalition for Fantasy Sports (PrizePicks; Underdog; Dabble; Splash Sports),DFS/Fantasy Contests,Online via nvsep.org or participating DFS operator platform,Not specified,Not specified,https://www.nvsep.org/,yes,yes,verified,2026-05-23,https://sbcamericas.com/2026/03/10/dfs-operators-self-exclusion-program/;https://www.nvsep.org/,March 2026: idPair 50-state DFS NVSEP covers Washington for DFS vertical via PrizePicks; Underdog; Dabble; Splash Sports. WA also has active NVSEP page at nvsep.org (confirmed from earlier searches showing nvsep.org state-specific pages). Separate from WSGC card room program.
Washington,No Statewide Horse Racing / ADW Self-Exclusion Program — WHRC,none,Washington Horse Racing Commission,Horse/parimutuel racing; ADW,Not available — no WHRC central program found,N/A,N/A,https://www.whrc.wa.gov/,no,no,NOT FOUND - needs human review,2026-05-23,"https://www.whrc.wa.gov/,https://www.whrc.wa.gov/forms-and-reports.html","No patron self-exclusion program found on the WHRC website (whrc.wa.gov). WSGC statewide SE covers only cardrooms, not racing. Licensed ADW operators (TVG, TwinSpires, NYRA Bets, etc.) operate account-level responsible gaming tools at the operator level, but WHRC has no central patron SE list. Human review recommended to confirm absence or check WAC 260-49 ADW rules for any embedded SE requirement."
West Virginia,West Virginia Lottery Self-Exclusion Program (casino; iGaming; sports betting),state-run,West Virginia Lottery Commission,Commercial casino (racetrack casinos + Greenbrier);iGaming/online casino;Sports betting (online/retail),Notarized paper form mailed to WV Lottery Commission,Indefinite (minimum 1 year before removal request eligible),Request for removal after minimum 1-year period; Lottery reviews request,https://wvlottery.com/iplay-with-purpose/self-exclusion,no,no,verified,2026-05-23,https://wvlottery.com/iplay-with-purpose/self-exclusion;https://assets.ctfassets.net/nm98451qj5dg/4ZaFP8TTBs95DaUWfnvLWq/c8655e0f93b434d0138d59adb9394fb1/CAS-F001_SELF-EXCLUSION-REQUEST-FORM_10-22-2024.pdf,Covers all four WV racetrack casinos (Mardi Gras; The Casino Club at The Greenbrier; Mountaineer; Wheeling Island) plus iGaming and sports betting. DOES NOT cover iLottery (iPlay) — that is a separate process. Form requires notarization; mail to WV Lottery. Personal description (tattoos; birthmarks; SSN; DL) required. Winnings forfeited; criminal trespass if caught at property.
West Virginia,West Virginia Lottery iPlay Self-Exclusion (iLottery),state-run,West Virginia Lottery Commission,Lottery (iLottery/iPlay online),Online via iPlay account responsible gaming tools OR call iPlay Support Center 1-833-376-0384,Temporary (period-based) or permanent,Permanent exclusion is irreversible; temporary exclusion ends after selected period; cannot re-enter during exclusion,https://wvlottery.com/iplay-with-purpose/play-responsibly/responsible-gambling-tools,no,no,verified,2026-05-23,https://wvlottery.com/iplay-with-purpose/self-exclusion;https://wvlottery.com/iplay-with-purpose/play-responsibly/responsible-gambling-tools,Separate and distinct from casino/iGaming/sports betting self-exclusion. Covers only iPlay (iLottery) account-based play. During exclusion: cannot log in; cannot use PlayOn; cannot enter second-chance drawings or promotions. Note: self-excluding from casinos/iGaming/sports betting does NOT auto-exclude from iPlay — player must enroll in both programs separately.
West Virginia,West Virginia Lottery Voluntary Self-Exclusion Program,state-run,West Virginia Lottery,"Horse racing (all 4 WV Racetracks), video lottery terminals at racetracks, casino gaming, iGaming, sports betting",Online form submission or mail to WV Lottery Deputy Director of Casinos,Minimum 1 year; permanent option available,Request to Deputy Director of Casinos; minimum 1 year before removal request eligible,https://wvlottery.com/iplay-with-purpose/self-exclusion,no,no,verified,2026-05-23,"https://wvlottery.com/iplay-with-purpose/self-exclusion,https://igamingwv.com/blog/west-virginia-self-exclusion/",WV Lottery SE explicitly covers 'all four West Virginia Racetracks and Casinos as well as The Historic Greenbrier Casino' plus mobile/online gaming. WV Racing Commission (racing.wv.gov) has no separate patron SE program; all gaming venues including racetracks fall under WV Lottery SE administration. The WV Lottery is the single SE administrator for all WV gaming verticals including horse racing venues.
West Virginia,NVSEP / idPair (West Virginia — gaming/sports betting),national-NVSEP,idPair / NVSEP,Commercial casino;iGaming/online casino;Sports betting,Online via nvsep.org,Not specified (NVSEP program),Not specified,https://www.nvsep.org/west-virginia,yes,yes,verified,2026-05-23,https://www.nvsep.org/west-virginia;https://www.businesswire.com/news/home/20240618707860/en/National-Voluntary-Self-Exclusion-Program-NVSEP-to-Begin-Free-Self-Exclusion-Assistance-in-Four-US-Jurisdictions,NVSEP has a dedicated West Virginia page (nvsep.org/west-virginia) confirming WV is a participating jurisdiction. NVSEP provides self-exclusion assistance alongside (not replacing) the state WV Lottery program. Covers gaming/casino/sports betting verticals. WV was among early NVSEP states. DFS additionally covered by March 2026 50-state DFS NVSEP expansion.
West Virginia,NVSEP / idPair (DFS vertical - national 50-state program),national-NVSEP,idPair / Coalition for Fantasy Sports (PrizePicks; Underdog; Dabble; Splash Sports),DFS/Fantasy Contests,Online via nvsep.org or participating DFS operator platform,Not specified,Not specified,https://www.nvsep.org/,yes,yes,verified,2026-05-23,https://sbcamericas.com/2026/03/10/dfs-operators-self-exclusion-program/;https://www.nvsep.org/,March 2026 50-state DFS NVSEP expansion covers West Virginia DFS via PrizePicks; Underdog; Dabble; Splash Sports.
Wisconsin,No Self-Exclusion Program — Wisconsin Lottery (retail only),none,Wisconsin Lottery,Lottery (retail draw and instant games only; no iLottery),N/A,N/A,N/A,https://wilottery.com/resp-gaming/home,no,no,verified,2026-05-23,"https://wilottery.com/resp-gaming/home,https://wilottery.com/resp-gaming/prob-gambling",Wisconsin Lottery responsible gaming page (wilottery.com/resp-gaming/home) provides problem gambling resources and helpline referrals but contains no self-exclusion program. Wisconsin Lottery has no online/iLottery play; retail-only operation. No SE mechanism found on official site.
Wisconsin,Wisconsin Tribal Casinos — Property-by-Property Self-Exclusion (Potawatomi joined TWSEP/idPair 2025),property-by-property,Individual Tribal Gaming Commissions (Potawatomi also via TWSEP/idPair),Tribal casino gaming + tribal on-premises sports betting,Per-property (contact each tribal casino directly); Potawatomi enrolls via property or TWSEP,Varies by property,Varies by property,https://www.nvsep.org/,no,yes,verified,2026-05-23,https://www.nvsep.org/;https://cdcgaming.com/wisonsin-potawatomi-casino-hotel-joins-tribal-wide-self-exclusion-program/,No statewide WI tribal SE list. WI DOA Office of Indian Gaming has no central list. Each tribe administers own SE program. Potawatomi Casino Hotel (Milwaukee) became first WI tribe to join Tribal-Wide Self-Exclusion Program (TWSEP) powered by idPair in March 2025 — TWSEP is part of NVSEP. idpair_flag=yes for Potawatomi/TWSEP. Other WI tribes remain property-only.
Wisconsin,NVSEP / idPair — Tribal-Wide Self-Exclusion Program (TWSEP) via Potawatomi and idPair,national-NVSEP,idPair / Tribal Council for Responsible Gaming; Potawatomi Casino Hotel (Milwaukee; first WI participant),Commercial casino (tribal — participating properties),In-person at Potawatomi Casino Hotel (414-847-7608) or online via idPair/NVSEP,Not specified,Not specified,https://www.nvsep.org/,yes,yes,verified,2026-05-23,https://www.indiangaming.com/potawatomi-takes-part-in-tribal-wide-self-exclusion-program/;https://www.wisbusiness.com/2025/potawatomi-casino-hotel-partners-with-idpair-for-groundbreaking-new-responsible-gaming-initative/;https://www.nvsep.org/,March 2025: Potawatomi Casino Hotel (Milwaukee) became first Wisconsin tribal casino in TWSEP (Tribal-Wide Self-Exclusion Program) — part of NVSEP operated by idPair. Covers Potawatomi and any other casinos joining TWSEP nationally. Wisconsin Council on Problem Gambling co-partner. Other WI tribes not confirmed in program as of research date. DFS vertical additionally covered by March 2026 50-state NVSEP DFS expansion.
Wisconsin,NVSEP / idPair (DFS vertical - national 50-state program),national-NVSEP,idPair / Coalition for Fantasy Sports (PrizePicks; Underdog; Dabble; Splash Sports),DFS/Fantasy Contests,Online via nvsep.org or participating DFS operator platform,Not specified,Not specified,https://www.nvsep.org/,yes,yes,verified,2026-05-23,https://sbcamericas.com/2026/03/10/dfs-operators-self-exclusion-program/;https://www.nvsep.org/,March 2026 50-state DFS NVSEP expansion covers Wisconsin DFS via PrizePicks; Underdog; Dabble; Splash Sports.
Wisconsin,No Self-Exclusion Program — Wisconsin Charitable Gaming (bingo/raffles),none,Wisconsin DOA Office of Charitable Gaming,Charitable bingo and raffles,N/A,N/A,N/A,https://doa.wi.gov/Pages/LicensesHearings/Office-of-Charitable-Gaming.aspx,no,no,verified,2026-05-23,"https://doa.wi.gov/Pages/LicensesHearings/Office-of-Charitable-Gaming.aspx,https://charitable.wi.gov/bingo",Wisconsin DOA Office of Charitable Gaming (doa.wi.gov) regulates bingo and raffles. No self-exclusion program exists for charitable gaming in Wisconsin. Consistent with national norm — charitable bingo/raffle SE is virtually non-existent.
Wyoming,Wyoming Gaming Commission Self-Exclusion Program (NVSEP-integrated),state-run,Wyoming Gaming Commission,Sports betting (online);Horse/parimutuel racing (incl. HHR);Skill-based amusement games,Online via Wyoming Gaming Commission website (gaming.wyo.gov) or nvsep.org,One year; three years; five years; ten years; lifetime,Not specified — NVSEP standard process,https://gaming.wyo.gov/resources/responsible-gaming/self-exclusion,yes,yes,verified,2026-05-23,https://gaming.wyo.gov/resources/responsible-gaming/self-exclusion;https://deadspin.com/legal-betting/wyoming-gaming-commission-adds-nvsep-responsible-gaming-measure/;https://www.igamingtoday.com/wyoming-plugs-into-national-self-exclusion-network-as-regulators-sharpen-focus-on-player-protection/,December 8 2025: Wyoming Gaming Commission voted to join NVSEP (21st U.S. jurisdiction). WGC directs enrollees to NVSEP portal. Covers sports wagering; pari-mutuel wagering; HHR; skill-based amusement games regulated by WGC. Exclusion shared with all WGC-permitted operators. Duration options: 1; 3; 5; 10 years or lifetime. idPair technology. WyoLotto (lottery) appears separate — no formal WyoLotto self-exclusion program confirmed.
Wyoming,NVSEP / idPair (Wyoming — sports betting; racing; skill games via WGC),national-NVSEP,idPair / Wyoming Gaming Commission,Sports betting (online);Horse/parimutuel racing (incl. HHR);Skill-based amusement games,Online via nvsep.org or gaming.wyo.gov,One year; three years; five years; ten years; lifetime,Not specified,https://www.nvsep.org/,yes,yes,verified,2026-05-23,https://gaming.wyo.gov/resources/responsible-gaming/self-exclusion;https://www.nvsep.org/;https://deadspin.com/legal-betting/wyoming-gaming-commission-adds-nvsep-responsible-gaming-measure/,Wyoming is the 21st NVSEP jurisdiction (joined Dec 8 2025). WGC self-exclusion program IS the NVSEP program for WY — administered jointly. Program covers WGC-regulated products: online sports wagering; pari-mutuel; HHR. Massachusetts announced as next (22nd) jurisdiction.
Wyoming,No Self-Exclusion Program — WyoLotto (retail only),none,WyoLotto / Wyoming Lottery Corporation,Lottery (retail draw and instant games only; no iLottery/online play),N/A,N/A,N/A,https://wyolotto.com/players/responsible-gambling/,no,no,verified,2026-05-23,"https://wyolotto.com/players/responsible-gambling/,https://wyolotto.com/","WyoLotto responsible gambling page provides problem gambling resources and hotline but no self-exclusion program. WyoLotto has no online play (retail tickets only). No SE mechanism found. Wyoming's NVSEP program (via Wyoming Gaming Commission) covers sports wagering and parimutuel but is administered by WGC, not WyoLotto."
Wyoming,Wyoming Charitable Gaming — Not Covered by WGC NVSEP Self-Exclusion,none,Wyoming Gaming Commission (charitable gaming licensing only),Charitable gaming (bingo/pull-tabs) — not within SE scope,N/A,N/A,N/A,https://gaming.wyo.gov/resources/responsible-gaming/self-exclusion,no,no,verified,2026-05-23,"https://gaming.wyo.gov/resources/responsible-gaming/self-exclusion,https://gaming.wyo.gov/charitable-gaming,https://deadspin.com/legal-betting/wyoming-gaming-commission-adds-nvsep-responsible-gaming-measure/","WGC NVSEP self-exclusion program (gaming.wyo.gov/resources/responsible-gaming/self-exclusion) explicitly covers online sports wagering, pari-mutuel wagering, and skill-based amusement games. Charitable gaming (bingo/pull-tabs) regulated by WGC but NOT within the SE program scope. No SE program exists for charitable gaming. Per WGC language: 'SE program is established for the purpose of allowing persons who wish to refrain from sports wagering and other types of gambling regulated by the Commission' — charitable gaming venues don't have account-based wagering and are not part of NVSEP coverage."
Wyoming,NVSEP / idPair (DFS vertical - national 50-state program),national-NVSEP,idPair / Coalition for Fantasy Sports (PrizePicks; Underdog; Dabble; Splash Sports),DFS/Fantasy Contests,Online via nvsep.org or participating DFS operator platform,Not specified,Not specified,https://www.nvsep.org/,yes,yes,verified,2026-05-23,https://sbcamericas.com/2026/03/10/dfs-operators-self-exclusion-program/;https://www.nvsep.org/,March 2026 50-state DFS NVSEP expansion covers Wyoming DFS via PrizePicks; Underdog; Dabble; Splash Sports.
District of Columbia,DC Office of Lottery and Gaming Self-Exclusion Program,state-run,DC Office of Lottery and Gaming (OLG),Lottery (retail and iLottery);Sports betting (mobile and retail/Class A & B facilities),In-person at Class A or B sports wagering facility or OLG HQ (2235 Shannon Place SE; DC 20020); contact Responsible Gambling Specialist at 202-788-2102,Minimum one (1) year; lifetime (lifetime only available after at least 6 months on list),Irrevocable during term; term may be increased but not reduced; enrollment process requires in-person signed application,https://dclottery.com/player-resources/play-responsibly/self-exclusion-program,no,no,verified,2026-05-23,https://dclottery.com/player-resources/play-responsibly/self-exclusion-program;https://dclottery.com/olg/self-exclusion-faqs,Program established per D.C. Code §§ 36-601 et seq. Single program covers all OLG-regulated gambling: sports wagering (Class A & B licensees; mobile wagering) AND lottery (retail ticket purchases and iLottery). Self-exclusion from sports betting automatically includes DC Lottery. Exclusion covers all licensed facilities; retail locations; and mobile wagering platforms DC-wide. Contact: Donna White (Responsible Gambling Specialist) 202-788-2102 or olgresponsiblegaming@dc.gov.
District of Columbia,NVSEP / idPair (DFS vertical - national 50-state program),national-NVSEP,idPair / Coalition for Fantasy Sports (PrizePicks; Underdog; Dabble; Splash Sports),DFS/Fantasy Contests,Online via nvsep.org or participating DFS operator platform,Not specified,Not specified,https://www.nvsep.org/,yes,yes,verified,2026-05-23,https://sbcamericas.com/2026/03/10/dfs-operators-self-exclusion-program/;https://www.nvsep.org/,March 2026 50-state DFS NVSEP expansion covers DC DFS via PrizePicks; Underdog; Dabble; Splash Sports. DC charitable gaming (raffles; bingo; Monte Carlo nights licensed by OLG) — no dedicated self-exclusion program found for charitable gaming specifically; DC OLG program covers lottery and sports wagering.
Puerto Rico,Autoexclusión de Juegos de Azar (Self-Exclusion from Gambling),state-run,Comisión de Juegos del Gobierno de Puerto Rico,Commercial casino;Horse/parimutuel racing;Sports betting;DFS/Fantasy contests;Route gaming machines,Online via comjuegos.pr.gov and in-person at licensed establishments,"1 year, 3 years, 5 years, indefinite",Affidavit filed with Commission plus medical certification from certified mental health professional demonstrating absence of gambling behavior disorder,https://www.comjuegos.pr.gov/juego-responsable/juego-responsable,no,no,verified,2026-05-23,https://www.comjuegos.pr.gov/juego-responsable/juego-responsable;https://docs.pr.gov/files/ComJuegos/NegociadoJuegosAzar/Formas/Formulario%20de%20Autoexclusi%C3%B3n-%20%20rvdo%202.27.2024.pdf,"Unified program under Act 81-2019 (as amended) covers casino (Negociado de Juegos de Azar), horse racing (Negociado del Deporte Hipico), sports betting/fantasy/route machines (Negociado de Apuestas Deportivas y Concurso de Fantasia). Enrollment email: autoexclusion@comjuegos.pr.gov. PAS helpline 1-800-981-0023."
Puerto Rico,No dedicated lottery self-exclusion (confirmed); responsible-gaming resources only,none,Loterías de Puerto Rico (Dept. of Treasury/Hacienda); ASSMCA PAJC for treatment,Lottery (traditional and electronic),"No self-exclusion enrollment for the lottery; ""Juego Responsable"" pages provide the helpline 1-800-981-0023 and ASSMCA's Programa de Ayuda al Jugador Compulsivo (PAJC, Ley 74-2006)",N/A,N/A,https://loteriasdepuertorico.pr.gov/loteria-electronica/juega-responsable/,no,no,verified,2026-05-23,https://loteriasdepuertorico.pr.gov/loteria-electronica/juega-responsable/;https://www.comjuegos.pr.gov/juego-responsable/juego-responsable,"The Hacienda-run traditional and electronic lottery offers responsible-gaming resources (helpline + ASSMCA PAJC treatment, which explicitly covers lottery players) but NO lottery-specific self-exclusion enrollment. Puerto Rico's voluntary self-exclusion (autoexclusión) is administered by the Comisión de Juegos and applies to casino, horse racing, and sports betting (captured in a separate row)."
Virgin Islands,Voluntary Exclusion from Casino Gambling,state-run,Virgin Islands Casino Control Commission,Commercial casino,In-person only at VICCC office (3005 Orange Grove Christiansted St. Croix) during business hours Mon-Fri 8am-5pm,"1 year, 2 years, or 3 years",Not specified; exclusion is for the chosen period with no early removal process described,https://playwisevi.org/voluntary-exclusion/,no,no,verified,2026-05-23,https://playwisevi.org/voluntary-exclusion/;https://casinocontrolcommission.vi/resources/,"Program administered through PlayWiseVI.org — the VICCC's multilingual responsible gaming website. Participants barred from gaming floors, comps, players club, casino credit, check cashing. Criminal misdemeanor prosecution possible if patron found on casino floor during exclusion period. Limited to St. Croix casinos only."
Virgin Islands,No self-exclusion program found — iGaming not yet implemented,none,Virgin Islands Casino Control Commission,iGaming/online casino,N/A,N/A,N/A,N/A - no legal gambling,no,no,N/A - no legal gambling,2026-05-23,https://viconsortium.com/vi-business/virgin-islands-two-decades-later--v-i--seeks-to-activate-dormant-internet-gambling-law-amid-industry-boom,IGG Act authorizing internet gambling passed in 2001 but has remained dormant and unimplemented as of 2026. No online casino is operational and no self-exclusion program exists for this vertical.
Virgin Islands,No self-exclusion program (confirmed) — VI Lottery,none,Virgin Islands Lottery,Lottery,No self-exclusion; the official Play Responsibly page refers players only to the National Council on Problem Gambling (800-522-4700),N/A,N/A,https://www.winusvilottery.com/play-responsibly,no,no,verified,2026-05-23,https://www.winusvilottery.com/play-responsibly,VI Lottery's official responsible-gaming page provides only NCPG/helpline referral with no self-exclusion enrollment program. (Casino self-exclusion is run separately by the VI Casino Control Commission via PlayWiseVI.)
Virgin Islands,No horse-racing self-exclusion (confirmed); not covered by casino VEP,none,Virgin Islands Racing Commission,Horse/parimutuel racing,"No racing-specific self-exclusion; the VICCC Voluntary Exclusion (PlayWiseVI) covers ""all gaming activities at USVI licensed casinos"" only",N/A,N/A,https://playwisevi.org/voluntary-exclusion/,no,no,verified,2026-05-23,https://playwisevi.org/voluntary-exclusion/;https://casinocontrolcommission.vi/,USVI horse racing has faced prolonged operational disruption. No self-exclusion program for parimutuel racing was found; the territory's only voluntary self-exclusion program (VICCC PlayWiseVI) is limited to licensed casinos.
Guam,No self-exclusion program — limited legal gambling,none,Guam Department of Revenue and Taxation,Lottery;Charitable gaming (bingo/raffles),Not applicable — no responsible-gaming/self-exclusion framework identified,N/A,N/A,NOT FOUND - needs human review,no,no,NOT FOUND - needs human review,2026-05-23,https://www.guamtax.com/,Gambling on Guam is largely prohibited with limited exceptions (charitable bingo/raffles for nonprofits; a lottery via the Dept. of Revenue and Taxation). No official responsible-gaming or self-exclusion program could be located; needs human review.
Northern Mariana Islands,No confirmed self-exclusion program — Commonwealth Casino Commission,none,Commonwealth Casino Commission (CCC),"Commercial casino (Class III — single integrated resort, Saipan)",Not determinable — sole casino non-operational,N/A,N/A,NOT FOUND - needs human review,no,no,NOT FOUND - needs human review,2026-05-23,https://opa.cnmi.gov/storage/2026/03/Commonwealth-Casino-Commission-FY-2022-CCR.pdf,"CCC statute mandates responsible-gaming programs, but no self-exclusion program could be confirmed and the sole casino (Imperial Pacific, Saipan) has been closed since 2020. A pending bill / EO 2025-002 may dissolve the CCC and move authority to the Commonwealth Lottery Commission. Needs human review."
Northern Mariana Islands,No self-exclusion program found — Commonwealth Lottery Commission,none,Commonwealth Lottery Commission,Lottery,Not applicable — none identified,N/A,N/A,NOT FOUND - needs human review,no,no,NOT FOUND - needs human review,2026-05-23,https://cnmilaw.org/,No self-exclusion program for the CNMI lottery was located via official sources. The Commonwealth Lottery Commission may absorb CCC functions per EO 2025-002. Needs human review.
American Samoa,No self-exclusion program — gambling prohibited,none,N/A — no gaming regulator,N/A,N/A,N/A,N/A,N/A,no,no,N/A - no legal gambling,2026-05-23,https://asbar.org/code-annotated/46-4302-exception-for-bingo-and-raffles/,"Gambling is prohibited in American Samoa under territorial law. The only exception is occasional bingo and raffles for charitable/religious/educational purposes (AS Code 46.4302). No lottery, commercial casino, parimutuel racing, or sports betting authorized. No self-exclusion program exists or is applicable."
Federal,Tribal Self-Exclusion Programs (IGRA — Class II/III Gaming),property-by-property,Tribal gaming commissions (individual tribes); National Indian Gaming Commission (NIGC) provides federal oversight but does NOT operate a national list,Commercial casino (tribal Class II gaming;tribal Class III gaming),Varies by tribe — each tribal gaming commission sets its own program enrollment process,Varies by tribe,Varies by tribe,https://www.nigc.gov/,no,no,verified,2026-05-23,https://www.nigc.gov/;https://www.nigc.gov/utility/office-of-self-regulation,"NIGC does NOT operate a national tribal self-exclusion list. Self-exclusion is administered property-by-property or tribe-by-tribe under individual Tribal Gaming Commission ordinances approved by NIGC under IGRA (25 U.S.C. § 2710). NIGC Office of Self-Regulation relates to tribal self-governance of Class II operations, not patron exclusion lists. Some tribes participate in state lists or NVSEP voluntarily. No centralized federal list exists. 520+ tribal gaming establishments across 29 states."
